,Close,High,Open,Low
0,0.6367174942125441,0.6582417168352859,0.6315085995182348,0.6764421441426997
1,0.6182681588199527,0.6445142193253234,0.6150739753645794,0.6574077093569568
2,0.6014485638069822,0.6265542845609757,0.5972618765446296,0.6385694941690704
3,0.5858284847569942,0.610346827385934,0.5805567381576778,0.6218314091343096
4,0.5716348349793393,0.5954259459298163,0.5653119192945106,0.6064519034766992
5,0.5586858492959065,0.5818530348074418,0.5514108708263016,0.5924640549342619
6,0.5468870016561734,0.5694754139864407,0.5387419956834391,0.5797083459924858
7,0.5361327940027786,0.5581960987512552,0.5271953245105816,0.5680844971417047
8,0.5263315645845978,0.5479157010431348,0.5166717186353947,0.5574900844580621
9,0.5173986668819301,0.5385462296163434,0.5070804752389326,0.5478344215357256
10,0.5092572201083497,0.5300068546587219,0.49833900400121744,0.5390342107211024
11,0.5018370903546421,0.5222240608193933,0.4903720127455653,0.5310136907969492
12,0.49507437311061775,0.5151308089548419,0.48311088465518004,0.523703774978535
13,0.488910821914849,0.5086660084761238,0.4764930811377819,0.5170415066411929
14,0.4832933517697282,0.5027739791465647,0.47046160469308484,0.510969504795356
15,0.478173580703125,0.49740397443925305,0.46496450764482467,0.5054354728562191
16,0.47350741336401186,0.4925097437625169,0.4599544448156442,0.5003917475042793
17,0.469254661167583,0.4880491342858859,0.4553882657331578,0.4957948883473572
18,0.4653786961780815,0.483983727846374,0.45122664299041465,0.4916053037365603
19,0.46184613563692256,0.48027851007208905,0.44743373352711036,0.4877869097831475
20,0.458626554446013,0.47690156880939727,0.4439768699221939,0.4843068195741501
21,0.4556922231234176,0.47382381927177397,0.4408262790371177,0.48113505992586664
22,0.4530178689760307,0.4710187535393585,0.4379548255869423,0.47824431323186234
23,0.4505804584319067,0.4684622122526223,0.4353377784306199,0.47560968218300104
24,0.44835899865762385,0.46613217653358047,0.43295259756759824,0.47320847533287413
25,0.44633435675203537,0.46400857834247067,0.4307787400061934,0.47102001166180785
26,0.4444890949591728,0.46207312763653074,0.4287974828317206,0.469025442456192
27,0.44280732048102955,0.4603091548422397,0.4269917619505128,0.4672075889690226
